medicine_name,brand_name,generic_name,country,status,regulation_type,authority,reason,alternatives,traveller_advice,source,last_updated,document
Omeprazole,Prilosec / Omez,Omeprazole,Canada,Allowed,OTC/Prescription,Health Canada,"Common antacid, generally unrestricted",Ranitidine (where available),Safe to carry in personal-use quantities,Health Canada Guidelines,2026-07-20,"Medicine: Omeprazole. Brand: Prilosec / Omez. Generic: Omeprazole. Country: Canada. Status: Allowed. Regulation Type: OTC/Prescription. Authority: Health Canada. Reason: Common antacid, generally unrestricted. Alternatives: Ranitidine (where available). Traveller Advice: Safe to carry in personal-use quantities."
Omeprazole,Prilosec / Omez,Omeprazole,Germany,Allowed,OTC/Prescription,BfArM,"Common antacid, generally unrestricted",Ranitidine (where available),Safe to carry in personal-use quantities,BfArM Guidelines,2026-07-20,"Medicine: Omeprazole. Brand: Prilosec / Omez. Generic: Omeprazole. Country: Germany. Status: Allowed. Regulation Type: OTC/Prescription. Authority: BfArM. Reason: Common antacid, generally unrestricted. Alternatives: Ranitidine (where available). Traveller Advice: Safe to carry in personal-use quantities."
Omeprazole,Prilosec / Omez,Omeprazole,France,Allowed,OTC/Prescription,ANSM,"Common antacid, generally unrestricted",Ranitidine (where available),Safe to carry in personal-use quantities,ANSM Guidelines,2026-07-20,"Medicine: Omeprazole. Brand: Prilosec / Omez. Generic: Omeprazole. Country: France. Status: Allowed. Regulation Type: OTC/Prescription. Authority: ANSM. Reason: Common antacid, generally unrestricted. Alternatives: Ranitidine (where available). Traveller Advice: Safe to carry in personal-use quantities."
Loratadine,Claritin,Loratadine,India,Allowed,OTC,CDSCO,"Common antihistamine, unrestricted",Cetirizine,Safe to carry in personal-use quantities,CDSCO Guidelines,2026-07-20,"Medicine: Loratadine. Brand: Claritin. Generic: Loratadine. Country: India. Status: Allowed. Regulation Type: OTC. Authority: CDSCO. Reason: Common antihistamine, unrestricted. Alternatives: Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Loratadine,Claritin,Loratadine,USA,Allowed,OTC,FDA / DEA,"Common antihistamine, unrestricted",Cetirizine,Safe to carry in personal-use quantities,FDA / DEA Guidelines,2026-07-20,"Medicine: Loratadine. Brand: Claritin. Generic: Loratadine. Country: USA. Status: Allowed. Regulation Type: OTC. Authority: FDA / DEA. Reason: Common antihistamine, unrestricted. Alternatives: Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Loratadine,Claritin,Loratadine,UK,Allowed,OTC,MHRA / Home Office,"Common antihistamine, unrestricted",Cetirizine,Safe to carry in personal-use quantities,MHRA / Home Office Guidelines,2026-07-20,"Medicine: Loratadine. Brand: Claritin. Generic: Loratadine. Country: UK. Status: Allowed. Regulation Type: OTC. Authority: MHRA / Home Office. Reason: Common antihistamine, unrestricted. Alternatives: Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Loratadine,Claritin,Loratadine,Japan,Allowed,OTC,MHLW,"Common antihistamine, unrestricted",Cetirizine,Safe to carry in personal-use quantities,MHLW Guidelines,2026-07-20,"Medicine: Loratadine. Brand: Claritin. Generic: Loratadine. Country: Japan. Status: Allowed. Regulation Type: OTC. Authority: MHLW. Reason: Common antihistamine, unrestricted. Alternatives: Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Loratadine,Claritin,Loratadine,UAE,Allowed,OTC,MOHAP,"Common antihistamine, unrestricted",Cetirizine,Safe to carry in personal-use quantities,MOHAP Guidelines,2026-07-20,"Medicine: Loratadine. Brand: Claritin. Generic: Loratadine. Country: UAE. Status: Allowed. Regulation Type: OTC. Authority: MOHAP. Reason: Common antihistamine, unrestricted. Alternatives: Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Loratadine,Claritin,Loratadine,Singapore,Allowed,OTC,HSA,"Common antihistamine, unrestricted",Cetirizine,Safe to carry in personal-use quantities,HSA Guidelines,2026-07-20,"Medicine: Loratadine. Brand: Claritin. Generic: Loratadine. Country: Singapore. Status: Allowed. Regulation Type: OTC. Authority: HSA. Reason: Common antihistamine, unrestricted. Alternatives: Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Loratadine,Claritin,Loratadine,Australia,Allowed,OTC,TGA,"Common antihistamine, unrestricted",Cetirizine,Safe to carry in personal-use quantities,TGA Guidelines,2026-07-20,"Medicine: Loratadine. Brand: Claritin. Generic: Loratadine. Country: Australia. Status: Allowed. Regulation Type: OTC. Authority: TGA. Reason: Common antihistamine, unrestricted. Alternatives: Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Loratadine,Claritin,Loratadine,Canada,Allowed,OTC,Health Canada,"Common antihistamine, unrestricted",Cetirizine,Safe to carry in personal-use quantities,Health Canada Guidelines,2026-07-20,"Medicine: Loratadine. Brand: Claritin. Generic: Loratadine. Country: Canada. Status: Allowed. Regulation Type: OTC. Authority: Health Canada. Reason: Common antihistamine, unrestricted. Alternatives: Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Loratadine,Claritin,Loratadine,Germany,Allowed,OTC,BfArM,"Common antihistamine, unrestricted",Cetirizine,Safe to carry in personal-use quantities,BfArM Guidelines,2026-07-20,"Medicine: Loratadine. Brand: Claritin. Generic: Loratadine. Country: Germany. Status: Allowed. Regulation Type: OTC. Authority: BfArM. Reason: Common antihistamine, unrestricted. Alternatives: Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Loratadine,Claritin,Loratadine,France,Allowed,OTC,ANSM,"Common antihistamine, unrestricted",Cetirizine,Safe to carry in personal-use quantities,ANSM Guidelines,2026-07-20,"Medicine: Loratadine. Brand: Claritin. Generic: Loratadine. Country: France. Status: Allowed. Regulation Type: OTC. Authority: ANSM. Reason: Common antihistamine, unrestricted. Alternatives: Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Cetirizine,Zyrtec / Cetzine,Cetirizine,India,Allowed,OTC,CDSCO,"Common antihistamine, unrestricted",Loratadine,Safe to carry in personal-use quantities,CDSCO Guidelines,2026-07-20,"Medicine: Cetirizine. Brand: Zyrtec / Cetzine. Generic: Cetirizine. Country: India. Status: Allowed. Regulation Type: OTC. Authority: CDSCO. Reason: Common antihistamine, unrestricted. Alternatives: Loratadine. Traveller Advice: Safe to carry in personal-use quantities."
Cetirizine,Zyrtec / Cetzine,Cetirizine,USA,Allowed,OTC,FDA / DEA,"Common antihistamine, unrestricted",Loratadine,Safe to carry in personal-use quantities,FDA / DEA Guidelines,2026-07-20,"Medicine: Cetirizine. Brand: Zyrtec / Cetzine. Generic: Cetirizine. Country: USA. Status: Allowed. Regulation Type: OTC. Authority: FDA / DEA. Reason: Common antihistamine, unrestricted. Alternatives: Loratadine. Traveller Advice: Safe to carry in personal-use quantities."
Cetirizine,Zyrtec / Cetzine,Cetirizine,UK,Allowed,OTC,MHRA / Home Office,"Common antihistamine, unrestricted",Loratadine,Safe to carry in personal-use quantities,MHRA / Home Office Guidelines,2026-07-20,"Medicine: Cetirizine. Brand: Zyrtec / Cetzine. Generic: Cetirizine. Country: UK. Status: Allowed. Regulation Type: OTC. Authority: MHRA / Home Office. Reason: Common antihistamine, unrestricted. Alternatives: Loratadine. Traveller Advice: Safe to carry in personal-use quantities."
Cetirizine,Zyrtec / Cetzine,Cetirizine,Japan,Allowed,OTC,MHLW,"Common antihistamine, unrestricted",Loratadine,Safe to carry in personal-use quantities,MHLW Guidelines,2026-07-20,"Medicine: Cetirizine. Brand: Zyrtec / Cetzine. Generic: Cetirizine. Country: Japan. Status: Allowed. Regulation Type: OTC. Authority: MHLW. Reason: Common antihistamine, unrestricted. Alternatives: Loratadine. Traveller Advice: Safe to carry in personal-use quantities."
Cetirizine,Zyrtec / Cetzine,Cetirizine,UAE,Allowed,OTC,MOHAP,"Common antihistamine, unrestricted",Loratadine,Safe to carry in personal-use quantities,MOHAP Guidelines,2026-07-20,"Medicine: Cetirizine. Brand: Zyrtec / Cetzine. Generic: Cetirizine. Country: UAE. Status: Allowed. Regulation Type: OTC. Authority: MOHAP. Reason: Common antihistamine, unrestricted. Alternatives: Loratadine. Traveller Advice: Safe to carry in personal-use quantities."
Cetirizine,Zyrtec / Cetzine,Cetirizine,Singapore,Allowed,OTC,HSA,"Common antihistamine, unrestricted",Loratadine,Safe to carry in personal-use quantities,HSA Guidelines,2026-07-20,"Medicine: Cetirizine. Brand: Zyrtec / Cetzine. Generic: Cetirizine. Country: Singapore. Status: Allowed. Regulation Type: OTC. Authority: HSA. Reason: Common antihistamine, unrestricted. Alternatives: Loratadine. Traveller Advice: Safe to carry in personal-use quantities."
Cetirizine,Zyrtec / Cetzine,Cetirizine,Australia,Allowed,OTC,TGA,"Common antihistamine, unrestricted",Loratadine,Safe to carry in personal-use quantities,TGA Guidelines,2026-07-20,"Medicine: Cetirizine. Brand: Zyrtec / Cetzine. Generic: Cetirizine. Country: Australia. Status: Allowed. Regulation Type: OTC. Authority: TGA. Reason: Common antihistamine, unrestricted. Alternatives: Loratadine. Traveller Advice: Safe to carry in personal-use quantities."
Cetirizine,Zyrtec / Cetzine,Cetirizine,Canada,Allowed,OTC,Health Canada,"Common antihistamine, unrestricted",Loratadine,Safe to carry in personal-use quantities,Health Canada Guidelines,2026-07-20,"Medicine: Cetirizine. Brand: Zyrtec / Cetzine. Generic: Cetirizine. Country: Canada. Status: Allowed. Regulation Type: OTC. Authority: Health Canada. Reason: Common antihistamine, unrestricted. Alternatives: Loratadine. Traveller Advice: Safe to carry in personal-use quantities."
Cetirizine,Zyrtec / Cetzine,Cetirizine,Germany,Allowed,OTC,BfArM,"Common antihistamine, unrestricted",Loratadine,Safe to carry in personal-use quantities,BfArM Guidelines,2026-07-20,"Medicine: Cetirizine. Brand: Zyrtec / Cetzine. Generic: Cetirizine. Country: Germany. Status: Allowed. Regulation Type: OTC. Authority: BfArM. Reason: Common antihistamine, unrestricted. Alternatives: Loratadine. Traveller Advice: Safe to carry in personal-use quantities."
Cetirizine,Zyrtec / Cetzine,Cetirizine,France,Allowed,OTC,ANSM,"Common antihistamine, unrestricted",Loratadine,Safe to carry in personal-use quantities,ANSM Guidelines,2026-07-20,"Medicine: Cetirizine. Brand: Zyrtec / Cetzine. Generic: Cetirizine. Country: France. Status: Allowed. Regulation Type: OTC. Authority: ANSM. Reason: Common antihistamine, unrestricted. Alternatives: Loratadine. Traveller Advice: Safe to carry in personal-use quantities."
Diphenhydramine,Benadryl,Diphenhydramine,India,Allowed,OTC,CDSCO,"Common antihistamine/sleep aid, generally unrestricted","Loratadine, Cetirizine",Safe to carry in personal-use quantities,CDSCO Guidelines,2026-07-20,"Medicine: Diphenhydramine. Brand: Benadryl. Generic: Diphenhydramine. Country: India. Status: Allowed. Regulation Type: OTC. Authority: CDSCO. Reason: Common antihistamine/sleep aid, generally unrestricted. Alternatives: Loratadine, Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Diphenhydramine,Benadryl,Diphenhydramine,USA,Allowed,OTC,FDA / DEA,"Common antihistamine/sleep aid, generally unrestricted","Loratadine, Cetirizine",Safe to carry in personal-use quantities,FDA / DEA Guidelines,2026-07-20,"Medicine: Diphenhydramine. Brand: Benadryl. Generic: Diphenhydramine. Country: USA. Status: Allowed. Regulation Type: OTC. Authority: FDA / DEA. Reason: Common antihistamine/sleep aid, generally unrestricted. Alternatives: Loratadine, Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Diphenhydramine,Benadryl,Diphenhydramine,UK,Allowed,OTC,MHRA / Home Office,"Common antihistamine/sleep aid, generally unrestricted","Loratadine, Cetirizine",Safe to carry in personal-use quantities,MHRA / Home Office Guidelines,2026-07-20,"Medicine: Diphenhydramine. Brand: Benadryl. Generic: Diphenhydramine. Country: UK. Status: Allowed. Regulation Type: OTC. Authority: MHRA / Home Office. Reason: Common antihistamine/sleep aid, generally unrestricted. Alternatives: Loratadine, Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Diphenhydramine,Benadryl,Diphenhydramine,Japan,Restricted,Quantity limited,MHLW,Certain antihistamine combinations have import quantity caps,"Loratadine, Cetirizine",Carry only small personal-use quantity,MHLW Guidelines,2026-07-20,"Medicine: Diphenhydramine. Brand: Benadryl. Generic: Diphenhydramine. Country: Japan. Status: Restricted. Regulation Type: Quantity limited. Authority: MHLW. Reason: Certain antihistamine combinations have import quantity caps. Alternatives: Loratadine, Cetirizine. Traveller Advice: Carry only small personal-use quantity."
Diphenhydramine,Benadryl,Diphenhydramine,UAE,Allowed,OTC,MOHAP,"Common antihistamine/sleep aid, generally unrestricted","Loratadine, Cetirizine",Safe to carry in personal-use quantities,MOHAP Guidelines,2026-07-20,"Medicine: Diphenhydramine. Brand: Benadryl. Generic: Diphenhydramine. Country: UAE. Status: Allowed. Regulation Type: OTC. Authority: MOHAP. Reason: Common antihistamine/sleep aid, generally unrestricted. Alternatives: Loratadine, Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Diphenhydramine,Benadryl,Diphenhydramine,Singapore,Allowed,OTC,HSA,"Common antihistamine/sleep aid, generally unrestricted","Loratadine, Cetirizine",Safe to carry in personal-use quantities,HSA Guidelines,2026-07-20,"Medicine: Diphenhydramine. Brand: Benadryl. Generic: Diphenhydramine. Country: Singapore. Status: Allowed. Regulation Type: OTC. Authority: HSA. Reason: Common antihistamine/sleep aid, generally unrestricted. Alternatives: Loratadine, Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Diphenhydramine,Benadryl,Diphenhydramine,Australia,Allowed,OTC,TGA,"Common antihistamine/sleep aid, generally unrestricted","Loratadine, Cetirizine",Safe to carry in personal-use quantities,TGA Guidelines,2026-07-20,"Medicine: Diphenhydramine. Brand: Benadryl. Generic: Diphenhydramine. Country: Australia. Status: Allowed. Regulation Type: OTC. Authority: TGA. Reason: Common antihistamine/sleep aid, generally unrestricted. Alternatives: Loratadine, Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Diphenhydramine,Benadryl,Diphenhydramine,Canada,Allowed,OTC,Health Canada,"Common antihistamine/sleep aid, generally unrestricted","Loratadine, Cetirizine",Safe to carry in personal-use quantities,Health Canada Guidelines,2026-07-20,"Medicine: Diphenhydramine. Brand: Benadryl. Generic: Diphenhydramine. Country: Canada. Status: Allowed. Regulation Type: OTC. Authority: Health Canada. Reason: Common antihistamine/sleep aid, generally unrestricted. Alternatives: Loratadine, Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Diphenhydramine,Benadryl,Diphenhydramine,Germany,Allowed,OTC,BfArM,"Common antihistamine/sleep aid, generally unrestricted","Loratadine, Cetirizine",Safe to carry in personal-use quantities,BfArM Guidelines,2026-07-20,"Medicine: Diphenhydramine. Brand: Benadryl. Generic: Diphenhydramine. Country: Germany. Status: Allowed. Regulation Type: OTC. Authority: BfArM. Reason: Common antihistamine/sleep aid, generally unrestricted. Alternatives: Loratadine, Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Diphenhydramine,Benadryl,Diphenhydramine,France,Allowed,OTC,ANSM,"Common antihistamine/sleep aid, generally unrestricted","Loratadine, Cetirizine",Safe to carry in personal-use quantities,ANSM Guidelines,2026-07-20,"Medicine: Diphenhydramine. Brand: Benadryl. Generic: Diphenhydramine. Country: France. Status: Allowed. Regulation Type: OTC. Authority: ANSM. Reason: Common antihistamine/sleep aid, generally unrestricted. Alternatives: Loratadine, Cetirizine. Traveller Advice: Safe to carry in personal-use quantities."
Domperidone,Motilium,Domperidone,India,Restricted,Prescription,CDSCO,Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk,Ondansetron (consult doctor),Carry prescription; check local availability,CDSCO Guidelines,2026-07-20,Medicine: Domperidone. Brand: Motilium. Generic: Domperidone. Country: India. Status: Restricted. Regulation Type: Prescription. Authority: CDSCO. Reason: Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk. Alternatives: Ondansetron (consult doctor). Traveller Advice: Carry prescription; check local availability.
Domperidone,Motilium,Domperidone,USA,Banned,Not FDA-approved,FDA / DEA,Not approved by the FDA due to cardiac safety concerns,Ondansetron (consult doctor),Consult doctor for an FDA-approved alternative,FDA / DEA Guidelines,2026-07-20,Medicine: Domperidone. Brand: Motilium. Generic: Domperidone. Country: USA. Status: Banned. Regulation Type: Not FDA-approved. Authority: FDA / DEA. Reason: Not approved by the FDA due to cardiac safety concerns. Alternatives: Ondansetron (consult doctor). Traveller Advice: Consult doctor for an FDA-approved alternative.
Domperidone,Motilium,Domperidone,UK,Restricted,Prescription,MHRA / Home Office,Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk,Ondansetron (consult doctor),Carry prescription; check local availability,MHRA / Home Office Guidelines,2026-07-20,Medicine: Domperidone. Brand: Motilium. Generic: Domperidone. Country: UK. Status: Restricted. Regulation Type: Prescription. Authority: MHRA / Home Office. Reason: Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk. Alternatives: Ondansetron (consult doctor). Traveller Advice: Carry prescription; check local availability.
Domperidone,Motilium,Domperidone,Japan,Restricted,Prescription,MHLW,Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk,Ondansetron (consult doctor),Carry prescription; check local availability,MHLW Guidelines,2026-07-20,Medicine: Domperidone. Brand: Motilium. Generic: Domperidone. Country: Japan. Status: Restricted. Regulation Type: Prescription. Authority: MHLW. Reason: Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk. Alternatives: Ondansetron (consult doctor). Traveller Advice: Carry prescription; check local availability.
Domperidone,Motilium,Domperidone,UAE,Restricted,Prescription,MOHAP,Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk,Ondansetron (consult doctor),Carry prescription; check local availability,MOHAP Guidelines,2026-07-20,Medicine: Domperidone. Brand: Motilium. Generic: Domperidone. Country: UAE. Status: Restricted. Regulation Type: Prescription. Authority: MOHAP. Reason: Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk. Alternatives: Ondansetron (consult doctor). Traveller Advice: Carry prescription; check local availability.
Domperidone,Motilium,Domperidone,Singapore,Restricted,Prescription,HSA,Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk,Ondansetron (consult doctor),Carry prescription; check local availability,HSA Guidelines,2026-07-20,Medicine: Domperidone. Brand: Motilium. Generic: Domperidone. Country: Singapore. Status: Restricted. Regulation Type: Prescription. Authority: HSA. Reason: Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk. Alternatives: Ondansetron (consult doctor). Traveller Advice: Carry prescription; check local availability.
Domperidone,Motilium,Domperidone,Australia,Restricted,Prescription,TGA,Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk,Ondansetron (consult doctor),Carry prescription; check local availability,TGA Guidelines,2026-07-20,Medicine: Domperidone. Brand: Motilium. Generic: Domperidone. Country: Australia. Status: Restricted. Regulation Type: Prescription. Authority: TGA. Reason: Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk. Alternatives: Ondansetron (consult doctor). Traveller Advice: Carry prescription; check local availability.
Domperidone,Motilium,Domperidone,Canada,Restricted,Prescription,Health Canada,Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk,Ondansetron (consult doctor),Carry prescription; check local availability,Health Canada Guidelines,2026-07-20,Medicine: Domperidone. Brand: Motilium. Generic: Domperidone. Country: Canada. Status: Restricted. Regulation Type: Prescription. Authority: Health Canada. Reason: Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk. Alternatives: Ondansetron (consult doctor). Traveller Advice: Carry prescription; check local availability.
Domperidone,Motilium,Domperidone,Germany,Restricted,Prescription,BfArM,Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk,Ondansetron (consult doctor),Carry prescription; check local availability,BfArM Guidelines,2026-07-20,Medicine: Domperidone. Brand: Motilium. Generic: Domperidone. Country: Germany. Status: Restricted. Regulation Type: Prescription. Authority: BfArM. Reason: Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk. Alternatives: Ondansetron (consult doctor). Traveller Advice: Carry prescription; check local availability.
Domperidone,Motilium,Domperidone,France,Restricted,Prescription,ANSM,Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk,Ondansetron (consult doctor),Carry prescription; check local availability,ANSM Guidelines,2026-07-20,Medicine: Domperidone. Brand: Motilium. Generic: Domperidone. Country: France. Status: Restricted. Regulation Type: Prescription. Authority: ANSM. Reason: Anti-nausea drug; withdrawn/restricted in some markets over cardiac risk. Alternatives: Ondansetron (consult doctor). Traveller Advice: Carry prescription; check local availability.
Sildenafil,Viagra,Sildenafil Citrate,India,Allowed,Prescription,CDSCO,Prescription medicine for erectile dysfunction,Consult doctor for alternatives,Carry prescription; avoid carrying large quantities,CDSCO Guidelines,2026-07-20,Medicine: Sildenafil. Brand: Viagra. Generic: Sildenafil Citrate. Country: India. Status: Allowed. Regulation Type: Prescription. Authority: CDSCO. Reason: Prescription medicine for erectile dysfunction. Alternatives: Consult doctor for alternatives. Traveller Advice: Carry prescription; avoid carrying large quantities.
Sildenafil,Viagra,Sildenafil Citrate,USA,Allowed,Prescription,FDA / DEA,Prescription medicine for erectile dysfunction,Consult doctor for alternatives,Carry prescription; avoid carrying large quantities,FDA / DEA Guidelines,2026-07-20,Medicine: Sildenafil. Brand: Viagra. Generic: Sildenafil Citrate. Country: USA. Status: Allowed. Regulation Type: Prescription. Authority: FDA / DEA. Reason: Prescription medicine for erectile dysfunction. Alternatives: Consult doctor for alternatives. Traveller Advice: Carry prescription; avoid carrying large quantities.
Sildenafil,Viagra,Sildenafil Citrate,UK,Allowed,Prescription,MHRA / Home Office,Prescription medicine for erectile dysfunction,Consult doctor for alternatives,Carry prescription; avoid carrying large quantities,MHRA / Home Office Guidelines,2026-07-20,Medicine: Sildenafil. Brand: Viagra. Generic: Sildenafil Citrate. Country: UK. Status: Allowed. Regulation Type: Prescription. Authority: MHRA / Home Office. Reason: Prescription medicine for erectile dysfunction. Alternatives: Consult doctor for alternatives. Traveller Advice: Carry prescription; avoid carrying large quantities.
Sildenafil,Viagra,Sildenafil Citrate,Japan,Allowed,Prescription,MHLW,Prescription medicine for erectile dysfunction,Consult doctor for alternatives,Carry prescription; avoid carrying large quantities,MHLW Guidelines,2026-07-20,Medicine: Sildenafil. Brand: Viagra. Generic: Sildenafil Citrate. Country: Japan. Status: Allowed. Regulation Type: Prescription. Authority: MHLW. Reason: Prescription medicine for erectile dysfunction. Alternatives: Consult doctor for alternatives. Traveller Advice: Carry prescription; avoid carrying large quantities.
Sildenafil,Viagra,Sildenafil Citrate,UAE,Restricted,Prescription,MOHAP,Requires prescription; large quantities may raise customs scrutiny,Consult doctor for alternatives,Carry prescription and limit quantity,MOHAP Guidelines,2026-07-20,Medicine: Sildenafil. Brand: Viagra. Generic: Sildenafil Citrate. Country: UAE. Status: Restricted. Regulation Type: Prescription. Authority: MOHAP. Reason: Requires prescription; large quantities may raise customs scrutiny. Alternatives: Consult doctor for alternatives. Traveller Advice: Carry prescription and limit quantity.
Sildenafil,Viagra,Sildenafil Citrate,Singapore,Restricted,Prescription,HSA,Requires prescription; large quantities may raise customs scrutiny,Consult doctor for alternatives,Carry prescription and limit quantity,HSA Guidelines,2026-07-20,Medicine: Sildenafil. Brand: Viagra. Generic: Sildenafil Citrate. Country: Singapore. Status: Restricted. Regulation Type: Prescription. Authority: HSA. Reason: Requires prescription; large quantities may raise customs scrutiny. Alternatives: Consult doctor for alternatives. Traveller Advice: Carry prescription and limit quantity.
Sildenafil,Viagra,Sildenafil Citrate,Australia,Allowed,Prescription,TGA,Prescription medicine for erectile dysfunction,Consult doctor for alternatives,Carry prescription; avoid carrying large quantities,TGA Guidelines,2026-07-20,Medicine: Sildenafil. Brand: Viagra. Generic: Sildenafil Citrate. Country: Australia. Status: Allowed. Regulation Type: Prescription. Authority: TGA. Reason: Prescription medicine for erectile dysfunction. Alternatives: Consult doctor for alternatives. Traveller Advice: Carry prescription; avoid carrying large quantities.
Sildenafil,Viagra,Sildenafil Citrate,Canada,Allowed,Prescription,Health Canada,Prescription medicine for erectile dysfunction,Consult doctor for alternatives,Carry prescription; avoid carrying large quantities,Health Canada Guidelines,2026-07-20,Medicine: Sildenafil. Brand: Viagra. Generic: Sildenafil Citrate. Country: Canada. Status: Allowed. Regulation Type: Prescription. Authority: Health Canada. Reason: Prescription medicine for erectile dysfunction. Alternatives: Consult doctor for alternatives. Traveller Advice: Carry prescription; avoid carrying large quantities.
Sildenafil,Viagra,Sildenafil Citrate,Germany,Allowed,Prescription,BfArM,Prescription medicine for erectile dysfunction,Consult doctor for alternatives,Carry prescription; avoid carrying large quantities,BfArM Guidelines,2026-07-20,Medicine: Sildenafil. Brand: Viagra. Generic: Sildenafil Citrate. Country: Germany. Status: Allowed. Regulation Type: Prescription. Authority: BfArM. Reason: Prescription medicine for erectile dysfunction. Alternatives: Consult doctor for alternatives. Traveller Advice: Carry prescription; avoid carrying large quantities.
Sildenafil,Viagra,Sildenafil Citrate,France,Allowed,Prescription,ANSM,Prescription medicine for erectile dysfunction,Consult doctor for alternatives,Carry prescription; avoid carrying large quantities,ANSM Guidelines,2026-07-20,Medicine: Sildenafil. Brand: Viagra. Generic: Sildenafil Citrate. Country: France. Status: Allowed. Regulation Type: Prescription. Authority: ANSM. Reason: Prescription medicine for erectile dysfunction. Alternatives: Consult doctor for alternatives. Traveller Advice: Carry prescription; avoid carrying large quantities.
Fentanyl Patch,Duragesic,Fentanyl,India,Restricted,Controlled Substance,CDSCO,"Potent opioid, tightly controlled narcotic worldwide",Consult doctor for alternative pain management,Carry prescription and medical certificate; declare at customs,CDSCO Guidelines,2026-07-20,"Medicine: Fentanyl Patch. Brand: Duragesic. Generic: Fentanyl. Country: India. Status: Restricted. Regulation Type: Controlled Substance. Authority: CDSCO. Reason: Potent opioid, tightly controlled narcotic worldwide. Alternatives: Consult doctor for alternative pain management. Traveller Advice: Carry prescription and medical certificate; declare at customs."
Fentanyl Patch,Duragesic,Fentanyl,USA,Restricted,Controlled Substance,FDA / DEA,"Potent opioid, tightly controlled narcotic worldwide",Consult doctor for alternative pain management,Carry prescription and medical certificate; declare at customs,FDA / DEA Guidelines,2026-07-20,"Medicine: Fentanyl Patch. Brand: Duragesic. Generic: Fentanyl. Country: USA. Status: Restricted. Regulation Type: Controlled Substance. Authority: FDA / DEA. Reason: Potent opioid, tightly controlled narcotic worldwide. Alternatives: Consult doctor for alternative pain management. Traveller Advice: Carry prescription and medical certificate; declare at customs."
Fentanyl Patch,Duragesic,Fentanyl,UK,Restricted,Controlled Substance,MHRA / Home Office,"Potent opioid, tightly controlled narcotic worldwide",Consult doctor for alternative pain management,Carry prescription and medical certificate; declare at customs,MHRA / Home Office Guidelines,2026-07-20,"Medicine: Fentanyl Patch. Brand: Duragesic. Generic: Fentanyl. Country: UK. Status: Restricted. Regulation Type: Controlled Substance. Authority: MHRA / Home Office. Reason: Potent opioid, tightly controlled narcotic worldwide. Alternatives: Consult doctor for alternative pain management. Traveller Advice: Carry prescription and medical certificate; declare at customs."
Fentanyl Patch,Duragesic,Fentanyl,Japan,Restricted,Controlled Substance,MHLW,Narcotics law restricts import,Consult doctor for alternative pain management,Carry prescription and Yakkan Shoumei,MHLW Guidelines,2026-07-20,Medicine: Fentanyl Patch. Brand: Duragesic. Generic: Fentanyl. Country: Japan. Status: Restricted. Regulation Type: Controlled Substance. Authority: MHLW. Reason: Narcotics law restricts import. Alternatives: Consult doctor for alternative pain management. Traveller Advice: Carry prescription and Yakkan Shoumei.
Fentanyl Patch,Duragesic,Fentanyl,UAE,Banned,Banned,MOHAP,Strictly banned without prior government approval,Consult doctor for alternative pain management,Apply for import permit well in advance,MOHAP Guidelines,2026-07-20,Medicine: Fentanyl Patch. Brand: Duragesic. Generic: Fentanyl. Country: UAE. Status: Banned. Regulation Type: Banned. Authority: MOHAP. Reason: Strictly banned without prior government approval. Alternatives: Consult doctor for alternative pain management. Traveller Advice: Apply for import permit well in advance.
